"title","budget_usd","rating"
"The Meddler",100000000,"6.3"
"Cuban Fury",100000000,"6.2"
"The Fight Within",100000000,"4.5"
"Warriors of the Rainbow: Seediq Bale I",100000000,"7.5"
"Kuch Khatti Kuch Meethi",100000000,"4.7"
"Latter Days",100000000,"7"
"Palindromes",100000000,"6.7"
"Iris",100000000,"7.1"
"Murderball",100000000,"7.7"
"The Yards",100000000,"6.4"
"Amazing Grace",100000000,"7.5"
"Firebird",100000000,"7.1"
"The Last Rider",100000000,"7.5"
"Monster Family 2",100000000,"4.9"
"The River and the Wall",100000000,"6.6"
"From Up on Poppy Hill",100000000,"7.4"
"Little Woods",100000000,"6.2"
"A Fish Tale",100000000,"6"
"The Cove",100000000,"8.4"
"Detective K: Secret of the Lost Island",100000000,"6.2"
"The Spanish Apartment",100000000,"7.3"
"Till The End Of The World",100000000,"6.6"
"The Station Agent",100000000,"7.6"
"The Thousand Faces of Dunjia",100000000,"5.4"
"Goodbye Christopher Robin",100000000,"7.1"
"Good Bye Lenin!",100000000,"7.7"
"Passage to Zarahemla",100000000,"5.3"
"Unfavorable Odds",100000000,"3.2"
"Come to Daddy",100000000,"6"
"Hard Candy",100000000,"7"
"Love & Sex",100000000,"6.1"
"Wildcat",100000000,"5.8"
"Three",100000000,"5.9"
"Trust",100000000,"6.9"
"Lost Woods",100000000,"2.7"
"Jane",100000000,"7.8"
"Hero",100000000,"3.6"
"Architects of Denial",100000000,"7.7"
"Rocket Science",100000000,"6.5"
"Shortkut - The Con Is On",100000000,"3.5"
"Pretty Persuasion",100000000,"6.4"
"Damsels in Distress",100000000,"5.8"
"Me & You, Us, Forever",100000000,"4.3"
"Kung Fu Jungle",100000000,"6.4"
"My One and Only",100000000,"6.5"
"The Burning Plain",100000000,"6.7"
"I Married an Anti-Fan",100000000,"5.8"
"Amreeka",100000000,"7"
"Escape",100000000,"6.4"
"Sylvia",100000000,"6.3"
"The Kings of Summer",100000000,"7.1"
"No Man's Land",100000000,"5.4"
"The Other End of the Line",100000000,"6.1"
"The Quiet Girl",100000000,"7.7"
"Fill the Void",100000000,"6.7"
"Factotum",100000000,"6.6"
"A Cat's Life",100000000,"6.1"
"The Battleship Island",100000000,"7.1"
"Rise: Blood Hunter",100000000,"4.9"
"Typhoon",100000000,"5.7"
"A Brother's Love",100000,"6.6"
"The Ballad of Jack and Rose",100000,"6.5"
"A Separation",100000,"8.3"
"Outlander",100000,"6.2"
"Abandoned",100000,"3.8"
"Miss Sloane",100000,"7.5"
"The White Ribbon",100000,"7.8"
"After.Life",100000,"5.9"
"Bhoot",100000,"6.4"
"The Great Turkey Town Miracle",100000,"6.1"
"Brother",100000,"7.1"
"The Guilty",100000,"7.5"
"Irreversible",100000,"7.3"
"Finding Your Feet",100000,"6.8"
"Sugar",100000,"7.2"
"Sonchiriya",100000,"7.9"
"The Fighting Preacher",100000,"6"
"Comedian",100000,"6.9"
"The Wave",100000,"6.6"
"Dean",100000,"6.3"
"The Dark and the Wicked",100000,"6.1"
"Rampart",100000,"5.8"
"Walk on Water",100000,"7.3"
"A Private War",100000,"6.7"
"The Triumph of Love",100000,"5.8"
"The First Wave",100000,"7.1"
"Exhuma",100000,"6.9"
"Food, Inc.",100000,"7.8"
"Path of the Panther",100000,"7.5"
"The Hidden Fortress",100000,"5.8"
"Knight of Cups",100000,"5.6"
"Everybody's Everything",10920000,"7.5"
"Tangerine",10900000,"7.1"
"Shaadi Se Pehle",10800000,"4.3"
"Aftersun",10600000,"7.6"
"Lu Over the Wall",10500000,"6.8"
"The 11th Hour",10500000,"7.2"
"Jimmy Vestvood: Amerikan Hero",10205000,"5.1"
"Dandelion",10200000,"5.3"
"Tristram Shandy",10200000,"6.7"
"Juliet, Naked",10200000,"6.6"
"Certain Women",10000000,"6.4"
"Chasing the Dragon II: Wild Wild Bunch",10000000,"5.9"
"The Whistleblower",10000000,"7.1"
"The Oh in Ohio",10000000,"5.5"
"Amores Perros",10000000,"8"
"Man of Tai Chi",10000000,"6"
"Ip Man 2",10000000,"7.5"
"Che: Part One",10000000,"7.1"
"Che: Part Two",10000000,"6.8"
"The Blind Swordsman: Zatoichi",10000000,"7.4"
"Coriolanus",10000000,"6.1"
"The Road to Guantanamo",10000000,"7.4"
"America: Freedom to Fascism",10000000,"7.8"
"Puzzle",10000000,"6.7"
"I.O.U.S.A.",10000000,"7.4"
"Washington Heights",10000000,"6.1"
"Close",10000000,"7.8"
"Northfork",10000000,"6.2"
"The Gatekeepers",10000000,"7.6"
"Stolen Summer",10000000,"6.5"
"He Named Me Malala",10000000,"7"
"Clouds of Sils Maria",10000000,"6.7"
"Fay Grim",10000000,"6.1"
"The Railway Man",10000000,"7.1"
"Winnie Mandela",10000000,"6.1"
"Blind Dating",10000000,"6"
"Once",10000000,"7.8"
"The Mother",10000000,"6.7"
"Animal Kingdom",10000000,"7.2"
"Roman J. Israel, Esq.",10000000,"6.5"
"Menashe",10000000,"6.6"
"A Better Life",10000000,"7.2"
"Agent Mr. Chan",10000000,"4.3"
"Hamlet",10000000,"5.9"
"Malena",10000000,"7.4"
"Puella Magi Madoka Magica the Movie Part 1: Beginnings",10000000,"7.6"
"Bol",10000000,"8.2"
"Life in a Metro",10000000,"7.4"
"The Breakup Guru",10000000,"4.1"
"Sound City",10000000,"7.8"
"Faith of Angels",10000000,"5.9"
"City of Gold",10000000,"7.2"
"Double Lover",10000000,"6.2"
"The Luzhin Defence",10000000,"6.8"
"The Viral Factor",10000000,"5.9"
"Passages",10000000,"6.6"
"Escape from Tomorrow",10000000,"5.1"
"Cold Souls",10000000,"6.4"
"Narc",10000000,"7.1"
"Lost in La Mancha",10000000,"7.3"
"Maggie's Plan",10000000,"6.2"
"Mirai",10000000,"7"
"We the Animals",10000000,"6.9"
"Redbelt",10000000,"6.7"
"Barbara",10000000,"7.2"
"Showing Up",10000000,"6.3"
"Boynton Beach Club",10000000,"6.4"
"Palo Alto",10000000,"6.2"
"Dirty Wars",10000000,"7.4"
"Gunner Palace",10000000,"6.6"
"Sing Street",10000000,"7.9"
"Finding Vivian Maier",10000000,"7.7"
"Me and Orson Welles",10000000,"6.7"
"Goodnight Mommy",10000000,"6.7"
"Diana Vreeland: The Eye Has to Travel",10000000,"7.5"
"Gabriela",10000000,"4.8"
"A Christmas Tale",10000000,"6.9"
"Lust, Caution",10000000,"7.5"
"Julieta",10000000,"7.1"
"Seven Veils",10000000,"6.7"
"A Fantastic Woman",10000000,"7.2"
"The Unknown Known",10000000,"7"
"Ushpizin",10000000,"7.3"
"Crazy on the Outside",10000000,"5.5"
"Buena Vista Social Club: Adios",10000000,"7"
"Assassination Tango",10000000,"5.7"
"Go Tigers!",10000000,"7.2"
"Lady Macbeth",10000000,"6.8"
"The Machinist",10000000,"7.6"
"A Home at the End of the World",10000000,"6.6"
"Ride On",10000000,"6.3"
"Requiem for a Dream",10000000,"8.3"
"Memoir of a Snail",10000000,"7.8"
"Who Is Cletis Tout?",10000000,"6.3"
"The Reckoning",10000000,"4.8"
"Munna Michael",10000000,"3.4"
"Official Secrets",10000000,"7.3"
"Sanctuary",10000000,"6.2"
"Matthias & Maxime",10000000,"6.8"
"Mèche Blanche, les aventures du petit castor",10000000,"7"
"Terri",10000000,"6.5"
"The Undefeated",10000000,"1.9"
"Capturing the Friedmans",10000000,"7.6"
"Renoir",10000000,"6.5"
"Barney's Version",10000000,"7.3"
"Elsa & Fred",10000000,"6.5"
"Evelyn",10000000,"7"
"The Beat That My Heart Skipped",10000000,"7.2"
"The Nest",10000000,"6.3"
"Greenfingers",10000000,"6.8"
"The Rescue",10000000,"8.3"
"Crying Ladies",10000000,"6.8"
"Waterman",10000000,"8.2"
"45 Years",10000000,"7.1"
"Ek Thi Daayan",10000000,"5.7"
"Beginning of the Great Revival",10000000,"3.1"
"Wonderstruck",10000000,"6.2"
"The Wretched",10000000,"5.8"
"The Inspection",10000000,"6.7"
"The Nutcracker: The Untold Story",10000000,"4.1"
"Dhan Dhana Dhan Goal",10000000,"5.1"
"Learning to Drive",10000000,"6.4"
"Italian for Beginners",10000000,"7"
"Conversations with Other Women",10000000,"6.9"
"Dirty Deeds",10000000,"5.7"
"Truth",10000000,"6.8"
"Miral",10000000,"6.2"
"Cairo Time",10000000,"6.6"
"The Lovers",10000000,"6.1"
"Adam & Steve",10000000,"5.8"
"A United Kingdom",10000000,"6.9"
"Out of Liberty",10000000,"4.5"
"Lantana",10000000,"7.2"
"Everything Is Illuminated",10000000,"7.4"
"When You're Strange",10000000,"7.6"
"Appleseed",10000000,"6.9"
"Peppa Celebrates Chinese New Year",10000000,"4"
"The Disappearance of Eleanor Rigby: Them",10000000,"6.3"
"Touchback",10000000,"6.5"
"Slow West",10000000,"6.9"
"Grand Theft Hamlet",10000000,"6.9"
"Across the River and Into the Trees",10000000,"6.7"
"Portrait of a Lady on Fire",10000000,"8.1"
"The Band's Visit",10000000,"7.5"
"Green Card Fever",10000000,"5.7"
"Buck",10000000,"7.6"
"The Valet",10000000,"6.6"
"Patti Cake$",10000000,"6.8"
"Namaste England",10000000,"2.1"
"Concert for George",10000000,"8.6"
"Where Hands Touch",10000000,"6.6"
"Diana",10000000,"5.6"
"A Boy. A Girl. A Dream.",10000000,"4.7"
"The Center of the World",10000000,"5.8"
"The Wildest Dream",10000000,"7.2"
"The Invitation",10000000,"6.6"
"Middle of Nowhere",10000000,"6.6"
"Mobsters and Mormons",10000000,"6.1"
"Love on the Cloud",10000000,"4"
"The Final Year",10000000,"6.6"
"Pina",10000000,"7.6"
"Amour",10000000,"7.9"
"Adam",10000000,"7.1"
"Oliver Twist",10000000,"6.8"
"Every Little Step",10000000,"7.7"
"Little Pink House",10000000,"6.5"
"Monsoon Wedding",10000000,"7.3"
"The Adventurers",10000000,"5.6"
"The Christmas Candle",10000000,"6.3"
"Ask the Dust",10000000,"5.7"
"Sleepwalk with Me",10000000,"6.7"
"Mine 9",10000000,"6"
"Oldboy",10000000,"8.3"
"Sicko",10000000,"8"
"Bobby",10000000,"7"
"The Matador",10000000,"6.7"
"The U.S. vs. John Lennon",10000000,"7.3"
"Together",10000000,"7.4"
"Saint Omer",10000000,"6.8"
"Best F(r)iends Volume Two",10000000,"4.9"
"The Rover",10000000,"6.4"
"Free Angela and All Political Prisoners",10000000,"7"
"Paterson",10000000,"7.3"
"Walking with Herb",10000000,"5.3"
"Caged No More",10000000,"5.5"
"Turtle: The Incredible Journey",10000000,"7"
"Afflicted",10000000,"6.2"
"Look at Me",10000000,"6.8"
"Bethlehem",10000000,"7.1"
"Macbeth",10000000,"6.6"
"The Merchant of Venice",10000000,"7"
"All Access: Front Row. Backstage. Live!",10000000,"8.2"
"The Liberator",10000000,"6.7"
"Forever Young",10000000,"2.9"
"Remember the Goal",10000000,"6.5"
"Millions",10000000,"6.8"
"Frozen River",10000000,"7.1"
"Armageddon Time",10000000,"6.5"
"Cosmopolis",10000000,"5.1"
"Jig",10000000,"6.6"
"Copying Beethoven",10000000,"6.7"
"In a World...",10000000,"6.6"
"The Other Zoey",10000000,"5.9"
"The Dish",10000000,"7.2"
"Bubble",10000000,"6.5"
"Lucía, Lucía",10000000,"6"
"Bunker",10000000,"4"
"Guiana 1838",10000000,"7"
"Butter",10000000,"6.2"
"Rishtey",10000000,"4.9"
"The Salesman",10000000,"7.7"
"A Cool Fish",10000000,"6.9"
"American Honey",10000000,"7"
"Everybody Knows",10000000,"6.9"
"No Way Up",10000000,"4.6"
"Antichrist",10000000,"6.5"
"Saathiya",10000000,"6.8"
"Maquia: When the Promised Flower Blooms",10000000,"7.4"
"Herman U.S.A.",10000000,"6.2"
"The Mustang",10000000,"6.8"
"Respiro",10000000,"7"
"The Trip to Italy",10000000,"6.6"
"No",10000000,"7.4"
"14 Days, 12 Nights",10000000,"6.2"
"The Business of Strangers",10000000,"6.3"
"Caramel",10000000,"7.1"
"Farewell, My Queen",10000000,"6.2"
"Urbania",10000000,"6.8"
"Meet the Patels",10000000,"7.1"
"I've Loved You So Long",10000,"7.6"
"Extremely Loud & Incredibly Close",10000,"6.9"
"Happy Phirr Bhag Jayegi",10000,"4.5"
"Too Cool to Kill",10000,"6.1"
"Danny Collins",10000,"7"
"Small Engine Repair",10000,"6.5"
"Then She Found Me",10000,"5.9"
"Master",10000,"6.6"
"Chuck & Buck",1999000,"6.6"
"Unit 262",1960000,"1.6"
"The Last Women Standing",1900000,"5.3"
"Coup!",1900000,"6.1"
"Little Ashes",1900000,"6.3"
"Tortilla Heaven",1900000,"5.3"
"Red Lips",1900000,"5.2"
"Senna",1850000,"8.5"
"Rangeelay",1800000,"5"
"Road",1800000,"5.7"
"Storytelling",1800000,"6.8"
"Border",1800000,"7"
"The Last Station",1800000,"6.9"
"Zhongkui: Snow Girl and the Dark Crystal",1800000,"5.3"
"Before the Devil Knows You're Dead",1800000,"7.3"
"Happy-Go-Lucky",1800000,"7"
"Butter",1800000,"5.9"
"Women Who Flirt",1800000,"5.8"
"Fukrey",1800000,"6.9"
"Laggies",1800000,"6.4"
"My Blueberry Nights",1800000,"6.6"
"Calvary",1800000,"7.4"
"Trumbo",1800000,"7.4"
"The Square",1800000,"7.1"
"Melinda and Melinda",1750211,"6.4"
"Mesrine: Public Enemy No. 1",1700000,"7.4"
"Hearts Beat Loud",1700000,"6.9"
"Created Equal: Clarence Thomas in His Own Words",1700000,"7.9"
"Junebug",1700000,"6.9"
"Company Man",1700000,"5.2"
"Enys Men",1700000,"5.6"
"Gamestop: Rise of the Players",1650000,"6.1"
"Hillary's America: The Secret History of the Democratic Party",1630500,"4.8"
"Departures",1600000,"8"
"Nymphomaniac: Vol. II",1600000,"6.6"
"Saving Face",1600000,"7.4"
"Gabby Giffords Won't Back Down",1600000,"7.4"
"Welcome to Collinwood",1600000,"6.3"
"Mickey",1600000,"6.5"
"A Late Quartet",1598870,"7.1"
"My Country, My Parents",1550000,"6.1"
"Hum To Mohabbat Karega",1520000,"3.1"
"Malamaal Weekly",1500000,"7"
"The Persian Version",1500000,"6.2"
"The Diving Bell and the Butterfly",1500000,"8"
"Killing Cabos",1500000,"7.4"
"The Bookshop",1500000,"6.5"
"Stone",1500000,"5.4"
"I Did It My Way",1500000,"5.1"
"Blackfish",1500000,"8.1"
"He Loves Me, He Loves Me Not",1500000,"7.1"
"The Children Act",1500000,"6.7"
"Made In Mexico",1500000,"6.9"
"Their Finest",1500000,"6.8"
"Starting Out in the Evening",1500000,"6.9"
"Samsara",1500000,"8.4"
"Suffragette",1500000,"6.9"
"The Lodge",1500000,"6"
"Tsotsi",1500000,"7.2"
"Risk",1500000,"6.3"
"The Tunnel to Summer, the Exit of Goodbyes",1500000,"7.1"
"Session 9",1500000,"6.4"
"The Music Never Stopped",1500000,"7.4"
"Enron: The Smartest Guys in the Room",1500000,"7.6"
"Wicked Little Letters",1500000,"7"
"The Good German",1500000,"6"
"The Guard",1500000,"7.3"
"Carriers",1500000,"6"
"Irudhi Suttru",1500000,"7.6"
"The East",1500000,"6.8"
"That Demon Within",1500000,"5.9"
"71: Into the Fire",1500000,"7.2"
"The Childe",1500000,"6.8"
"Obvious Child",1500000,"6.7"
"Formosa Betrayed",1500000,"6"
"Crossing Over",1500000,"6.7"
"Kinky Boots",1500000,"7.1"
"Shattered Glass",1500000,"7.1"
"Ho Mann Jahaan",1500000,"7"
"One Week",1500000,"6.4"
"The Last Showgirl",1500000,"6.5"
"Another Earth",1500000,"6.9"
"Paranormal Activity",1500000,"6.3"
"The Wailing",1500000,"7.4"
"The Trip",1500000,"7"
"Certified Copy",1500000,"7.2"
"BuyBust",1500000,"5.7"
"Like Dandelion Dust",1500000,"7"
"Outfoxed: Rupert Murdoch's War on Journalism",1500000,"7.5"
"Ek Khiladi Ek Haseena",1500000,"5.7"
"The Lost Weekend: A Love Story",1500000,"7.6"
"Hangman's Curse",1500000,"4.8"
"Youth",1500000,"7.3"
"Stan & Ollie",1500000,"7.2"
"Malibu Horror Story",1500000,"4.7"
"The Flying Scotsman",1500000,"7"
"Tulsa",1500000,"6.3"
"The Souvenir",1500000,"6.4"
"Hunt for the Wilderpeople",1500000,"7.8"
"Pyare Mohan",1500000,"3.5"
"50 to 1",1500000,"6.3"
"The Gangster, the Cop, the Devil",1500000,"7"
"SAS: Rise of the Black Swan",1500000,"5.3"
"The White Crow",1500000,"6.6"
"Trial by Fire",1500000,"7.1"
"The Seagull",1500000,"5.8"
"Dans l'oeil du chat",1500000,"4.6"
"The Assistant",1500000,"6.3"
"Personal Shopper",1500000,"6.1"
"Goldbuster",1500,"4.4"
"Follow Me",1490641,"5.4"
"The Zoya Factor",1400000,"4.4"
"Mercy Streets",1400000,"5.1"
"The Fall",1400000,"7.8"
"¡Que viva México!",1400000,"5.6"
"Carnage",1400000,"7.1"
"Riverdance 25th Anniversary Show",1400000,"7.8"
"Touch of Pink",1300000,"6.4"
"High-Rise",1300000,"5.5"
"The Man Who Knew Infinity",1300000,"7.2"
"Ginger Snaps 2: Unleashed",1300000,"6.4"
"The Prison",1300000,"6.5"
"Lonely Hearts",1300000,"6.4"
"Last Letter",1300000,"6.5"
"Peaceful Warrior",1300000,"7.2"
"The Year My Parents Went on Vacation",1300000,"7.3"
"Tadpole",1250000,"6.2"
"Ben Is Back",1250000,"6.7"
"Hijack 1971",1250000,"6.8"
"September 5",1250000,"7.1"
"Romeo & Juliet: Sealed with a Kiss",1250000,"3.7"
"Locke",1200000,"7.1"
"Rock on 2",1200000,"4.9"
"Margot at the Wedding",1200000,"6"
"Make Your Move",1200000,"5.5"
"First Cow",1200000,"7.1"
"Hyde Park on Hudson",1200000,"5.9"
"Sin Nombre",1200000,"7.5"
"Believe in Me",1200000,"7"
"Girl Rising",1200000,"7.1"
"The Magic Flute",1200000,"5.6"
"Layer Cake",1200000,"7.2"
"Pastorela",1200000,"6.3"
"Darna Mana Hai",1200000,"6.3"
"Anita",1200000,"7"
"Equity",1200000,"5.6"
"L.I.E.",1200000,"7.1"
"Extra Ordinary",1200000,"6.4"
"Wolf",1200000,"5.1"
"Crazy Heart",1200000,"7.2"
"Blood Done Sign My Name",1200000,"6.5"
"The Swindlers",1200000,"6.6"
"High School",1200000,"5.7"
"Jodi No.1",1200000,"5.8"
"The Kill Room",1200000,"5.5"
"Spoiler Alert",1200000,"7.3"
"Love",1200000,"6.5"
"Luv",1200000,"5.9"
"Lupin III: The First",1200000,"6.9"
"Don't Worry, He Won't Get Far on Foot",1200000,"6.8"
"Journey from the Fall",1200000,"7.2"
"A Fragile Flower",1200000,"8.5"
"Brick",1200000,"7.1"
"Cinco de Mayo, La Batalla",1200000,"6.2"
"Raja Natwarlal",1200000,"6.2"
"La fille de Monaco",1200000,"5.8"
"Game",1125000,"5.2"
"The Zero Theorem",1100000,"6"
"The Obama Effect",1100000,"1.7"
"Christmas Eve in Miller's Point",1100000,"5.6"
"Zombie Town",1100000,"3.8"
"Evangelion: 2.0 You Can (Not) Advance",1100000,"7.9"
"Weiner",1100000,"7.6"
"Mandela: Long Walk to Freedom",1100000,"7.1"
"Rita Moreno: Just a Girl Who Decided to Go for It",1100000,"7.6"
"Jane and Emma",1100000,"6.3"
"The Guest",1100000,"6.7"
"The Magdalene Sisters",1100000,"7.7"
"She Dies Tomorrow",1100000,"5"
"Metropolis",1100000,"7.2"
"Limbo",1100,"7.2"
"Dev",1100,"6.7"
"Decoys",1050100,"4.7"
"League of Gods",1050000,"4.5"
"Winter's Bone",1009653,"7.1"
"Hello, My Name Is Doris",1000000,"6.6"
"Skid Row Marathon",1000000,"7.9"
"Tyson",1000000,"7.4"
"Operation Mekong",1000000,"6.5"
"Tai Chi Zero",1000000,"6"
"Wild Tales",1000000,"8.1"
"Daisy Winters",1000000,"6.5"
"Six Days in August",1000000,"6.1"
"My Date with Drew",1000000,"6.5"
"Before Night Falls",1000000,"7.1"
"The Highest of Stakes",1000000,"6.8"
"Brothers After War",1000000,"8.2"
"Thumbsucker",1000000,"6.5"
"The Little Mermaid",1000000,"4.3"
"Pandora's Box",1000000,"4.7"
"Bernie",1000000,"6.8"
"Potiche",1000000,"6.4"
"Lost and Love",1000000,"6.4"
"Meet Me in the Bathroom",1000000,"6.7"
"Filth to Ashes, Flesh to Dust",1000000,"2.5"
"The Suspect",1000000,"6.8"
"The Safety of Objects",1000000,"6.5"
"The Visitor",1000000,"7.6"
"Last Days",1000000,"5.7"
"Glen Campbell: I'll Be Me",1000000,"7.9"
"Monster",1000000,"7.3"
"Legend",1000000,"6.9"
"Mr. Donkey",1000000,"7.4"
"Salinger",1000000,"6.7"
"Night Watch",1000000,"6.4"
"Kahin Pyaar Na Ho Jaaye",1000000,"4.4"
"Confessions of a Dangerous Mind",1000000,"7"
"Carter High",1000000,"5.1"
"Tim and Eric's Billion Dollar Movie",1000000,"5.3"
"The Counterfeiters",1000000,"7.5"
"Ammonite",1000000,"6.5"
"Mistaken for Strangers",1000000,"7.3"
"Words and Pictures",1000000,"6.6"
"Vettai",1000000,"6"
"The Iceman",1000000,"6.8"
"Green Room",1000000,"7"
"Only Lovers Left Alive",1000000,"7.2"
"Knockout",1000000,"4.1"
"Hotel Mumbai",1000000,"7.6"
"Get Low",1000000,"7"
"Red Rocket",1000000,"7.1"
"City of God",1000000,"8.6"
"The Secrets We Keep",1000000,"5.9"
"Rabbit-Proof Fence",1000000,"7.4"
"Great Expectations",1000000,"6.3"
"It Ain't Over",1000000,"8.2"
"Blithe Spirit",1000000,"5.4"
"Inside Deep Throat",1000000,"6.7"
"Persepolis",1000000,"8"
"The Resort",1000000,"3.1"
"Dogville",1000000,"8"
"What We Do in the Shadows",1000000,"7.6"
"Waking Life",1000000,"7.7"
"Resurrection",1000000,"5.9"
"The Kid Stays in the Picture",1000000,"7.3"
"Letters from Iwo Jima",1000000,"7.8"
"Sleeping with Other People",1000000,"6.5"
"The Bad Batch",1000000,"5.2"
"Shoplifters",1000000,"7.9"
"Girl with a Pearl Earring",1000000,"6.9"
"13 Conversations About One Thing",1000000,"7"
"Super Sucker",1000000,"4.4"
"Riders",1000000,"7"
"Brad's Status",1000000,"6.5"
"The Private Lives of Pippa Lee",1000000,"6.3"
"My Summer of Love",1000000,"6.7"
"Supernova",1000000,"6.9"
"The Golden Bowl",1000000,"5.9"
"The Afflicted",1000000,"4.5"
"The Brothers Bloom",1000000,"6.7"
"Lars and the Real Girl",1000000,"7.3"
"Silencio",1000000,"5"
"Gaz Bar Blues",1000000,"7.6"
"Today's Special",1000000,"6.6"
"Lone Survivor",1000000,"7.5"
"Sasquatch Sunset",1000000,"5.4"
"Tabloid",1000000,"7"
"Love in the Buff",1000000,"6.8"
"Meru",1000000,"7.7"
"Dil Jo Bhi Kahey...",1000000,"4.6"
"Still We Believe: The Boston Red Sox Movie",1000000,"7.1"
"How the Garcia Girls Spent Their Summer",1000000,"6.1"
"Gleason",1000000,"8.3"
"Dancer in the Dark",1000000,"7.9"
"Ruby & Quentin",1000000,"7.1"
"The Tao of Steve",1000000,"6.7"
