Title,Year,Rating,Budget_usd,genres,awards_content
Guerrilla: The Taking of Patty Hearst,2004,7.1,20000000,"['Documentary', 'History', 'Mystery']","Awards, 1 nomination total"
Chavela,2017,7.7,20000000,"['Biography', 'Documentary', 'History', 'Music']","Awards, 6 wins & 7 nominations total"
Dark Feathers: Dance of the Geisha,2024,6.2,20000000,"['Drama', 'Mystery', 'Thriller']","Awards, 19 wins & 2 nominations total"
The Hunting Ground,2015,7.4,20000000,['Documentary'],"Nominated for 1 Oscar, 8 wins & 23 nominations total"
Even Money,2006,5.8,20000000,"['Crime', 'Drama']","Awards, 1 nomination total"
The World Before Your Feet,2018,7.4,20000000,['Documentary'],"Awards, 1 win & 4 nominations total"
Mother of George,2013,6.5,20000000,['Drama'],"Awards, 7 wins & 10 nominations total"
The Greasy Strangler,2016,5.7,20000000,"['Dark Comedy', 'Parody', 'Comedy', 'Horror']","Awards, 2 wins & 1 nomination total"
Taxi,2015,7.3,20000000,"['Comedy', 'Drama']","Awards, 8 wins & 8 nominations total"
Piggy,2022,6.2,20000000,"['Slasher Horror', 'Drama', 'Horror', 'Thriller']","Awards, 10 wins & 29 nominations total"
The Ark of Mr Chow,2015,5.3,20000000,['Comedy'],"Awards, 2 wins & 1 nomination total"
Driving Lessons,2006,6.6,20000000,"['Comedy', 'Drama']","Awards, 4 wins & 5 nominations total"
The Call of Wild,2006,6.9,20000000,"['Documentary', 'Family']","Awards, 1 win & 1 nomination total"
Deep Water,2006,7.8,20000000,"['Sports Documentary', 'Water Sport', 'Documentary', 'History', 'Sport']","Awards, 4 wins & 2 nominations total"
No Man's Land,2001,7.9,20000000,"['Satire', 'Comedy', 'Drama', 'War']","Won 1 Oscar, 30 wins & 25 nominations total"
Spooky House,2001,5.1,20000000,"['Comedy', 'Family']","Awards, 2 wins total"
10 Years,2011,6.1,20000000,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,2017,6.7,20000000,['Documentary'],"Awards, 2 nominations total"
Novitiate,2017,6.7,20000000,['Drama'],"Awards, 5 wins & 14 nominations total"
Fakers,2004,5.7,20000000,"['Comedy', 'Crime']",
Living,2022,7.2,20000000,"['Period Drama', 'Workplace Drama', 'Drama']","Nominated for 2 Oscars, 10 wins & 49 nominations total"
Travelers and Magicians,2003,7.4,20000000,"['Adventure', 'Drama']","Awards, 3 wins & 3 nominations total"
Pyaar Ke Side Effects,2006,6.8,20000000,"['Comedy', 'Drama', 'Romance']","Awards, 3 nominations total"
Down in the Valley,2005,6.4,20000000,"['Contemporary Western', 'Drama', 'Romance', 'Thriller']","Awards, 1 win & 1 nomination total"
The List,2007,3.8,20000000,['Thriller'],"Awards, 3 wins total"
Penguin Highway,2018,7.1,20000000,"['Anime', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']","Awards, 4 nominations total"
To Be Takei,2014,6.9,20000000,"['Biography', 'Documentary']","Awards, 1 nomination total"
Hostiles,2017,7.2,20000000,"['Period Drama', 'Drama', 'Western']","Awards, 4 wins & 7 nominations total"
Popular Theory,2023,5.9,20000000,"['Adventure', 'Comedy', 'Family']","Awards, 2 wins total"
Kandahar,2001,6.8,20000000,['Drama'],"Awards, 4 wins & 6 nominations total"
Berlin Syndrome,2017,6.3,20000000,"['Erotic Thriller', 'Psychological Horror', 'Drama', 'Horror', 'Mystery', 'Thriller']","Awards, 1 win & 23 nominations total"
Zhou Yu's Train,2002,6.4,20000000,"['Drama', 'Romance']","Awards, 3 wins & 6 nominations total"
Vesper,2022,6.0,20000000,"['Adventure Epic', 'Cyberpunk', 'Adventure', 'Drama', 'Sci-Fi']","Awards, 7 wins & 10 nominations total"
Being Elmo: A Puppeteer's Journey,2011,7.6,20000000,"['Biography', 'Documentary']","Awards, 8 wins & 8 nominations total"
Runaways,2008,6.5,20000000,['Action'],
Supermensch,2013,7.4,20000000,"['Biography', 'Documentary', 'Music']","Awards, 3 wins & 8 nominations total"
Goat,2016,5.7,20000000,['Drama'],"Awards, 5 nominations total"
Tokyo!,2008,7.0,20000000,"['Comedy', 'Drama', 'Fantasy']","Awards, 2 wins & 3 nominations total"
North Face,2008,7.4,20000000,"['Mountain Adventure', 'Adventure', 'Biography', 'Drama', 'History', 'Sport']","Awards, 4 wins & 7 nominations total"
See for Me,2021,5.8,20000000,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']","Awards, 1 nomination total"
Birds of Passage,2018,7.5,20000000,"['Crime', 'Drama']","Awards, 30 wins & 42 nominations total"
Before You Know It,2019,5.3,20000000,"['Comedy', 'Drama']","Awards, 6 nominations total"
Happy End,2017,6.6,20000000,"['Dark Comedy', 'Drama']","Awards, 2 wins & 8 nominations total"
Iris,2001,7.0,20000000,"['Biography', 'Drama', 'Romance']","Won 1 Oscar, 14 wins & 31 nominations total"
Tiger & Bunny: The Rising,2014,6.7,20000000,"['Action', 'Adventure', 'Animation', 'Sci-Fi']","Awards, 1 win & 4 nominations total"
Wild Target,2010,6.7,20000000,"['Dark Comedy', 'Farce', 'Gangster', 'Screwball Comedy', 'Action', 'Comedy', 'Crime']",
Down for Life,2009,6.9,20000000,['Drama'],
Loving Vincent,2017,7.8,20000000,"['Adult Animation', 'Animation', 'Drama', 'Mystery']","Nominated for 1 Oscar, 23 wins & 54 nominations total"
The Vigil,2019,5.8,20000000,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']","Awards, 3 nominations total"
Backwards,2012,5.5,20000000,"['Water Sport', 'Romance', 'Sport']",
The Devil and Daniel Johnston,2005,7.9,20000000,"['Music Documentary', 'Biography', 'Documentary', 'Music']","Awards, 2 wins & 3 nominations total"
Nas: Time Is Illmatic,2014,7.0,20000000,"['Biography', 'Documentary', 'History', 'Music']","Awards, 1 nomination total"
Darfur Now,2007,6.7,20000000,['Documentary'],"Awards, 6 wins & 13 nominations total"
American Chai,2001,6.3,20000000,"['Comedy', 'Drama']","Awards, 1 win & 1 nomination total"
The Traitor,2019,7.1,20000000,"['True Crime', 'Biography', 'Crime', 'Drama']","Awards, 27 wins & 37 nominations total"
"All's Well, Ends Well 2012",2012,5.0,20000000,['Comedy'],
The Man Without a Past,2002,7.6,20000000,"['Dark Comedy', 'Comedy', 'Drama', 'Romance']","Nominated for 1 Oscar, 21 wins & 27 nominations total"
Dirty Love,2005,3.5,20000000,"['Dark Comedy', 'Romantic Comedy', 'Satire', 'Comedy', 'Romance']","Awards, 4 wins & 7 nominations total"
Listen Up Philip,2014,6.3,20000000,"['Comedy', 'Drama']","Awards, 2 wins & 14 nominations total"
The Italian,2005,7.5,20000000,['Drama'],"Awards, 13 wins & 9 nominations total"
The Hunting of the President,2004,6.9,20000000,['Documentary'],"Awards, 1 nomination total"
Force Majeure,2014,7.2,20000000,"['Dark Comedy', 'Psychological Drama', 'Comedy', 'Drama']","Nominated for 1 BAFTA Award, 31 wins & 41 nominations total"
The Intervention,2016,6.0,20000000,"['Comedy', 'Drama']","Awards, 1 win & 2 nominations total"
Turtles Can Fly,2004,8.0,20000000,"['Drama', 'War']","Awards, 23 wins & 8 nominations total"
Juniper,2021,6.5,20000000,['Drama'],"Awards, 1 win total"
El Angel,2018,6.9,20000000,"['True Crime', 'Biography', 'Crime', 'Drama']","Awards, 20 wins & 32 nominations total"
Suits on the Loose,2005,5.2,20000000,['Comedy'],"Awards, 1 win total"
Misericordia,2024,6.9,20000000,"['Comedy', 'Crime', 'Drama']","Awards, 4 wins & 20 nominations total"
Author: The JT LeRoy Story,2016,7.1,20000000,"['Biography', 'Documentary']","Awards, 1 win & 6 nominations total"
Pandora's Promise,2013,7.3,20000000,['Documentary'],"Awards, 1 win total"
"The Butcher, the Chef, and the Swordsman",2010,5.5,20000000,"['Martial Arts', 'Action', 'Comedy']","Awards, 3 wins & 3 nominations total"
Skins,2002,7.0,20000000,"['Tragedy', 'Crime', 'Drama']","Awards, 3 wins & 8 nominations total"
The Great Beauty,2013,7.7,20000000,['Drama'],"Won 1 Oscar, 60 wins & 78 nominations total"
The Princess of Montpensier,2010,6.5,20000000,"['Period Drama', 'Action', 'Drama', 'History', 'Romance', 'War']","Awards, 2 wins & 9 nominations total"
Driving Madeleine,2022,7.2,20000000,"['Comedy', 'Drama']","Awards, 1 win & 2 nominations total"
Armand,2024,6.2,20000000,"['Psychological Drama', 'Drama']","Awards, 4 wins & 6 nominations total"
Best Worst Thing That Ever Could Have Happened,2016,7.6,20000000,['Documentary'],
Omni Loop,2024,5.6,20000000,"['Drama', 'Sci-Fi']","Awards, 2 nominations total"
The Babysitters,2007,5.6,20000,['Drama'],
Bran Nue Dae,2009,6.2,20000,"['Comedy', 'Drama', 'Musical']","Awards, 3 wins & 17 nominations total"
Uncle Boonmee Who Can Recall His Past Lives,2010,6.7,20000,"['Drama', 'Fantasy']","Awards, 11 wins & 25 nominations total"
Chinese Puzzle,2013,6.9,20000,"['Comedy', 'Drama', 'Romance']","Awards, 2 nominations total"
Ordinary Love,2019,6.6,20000,"['Drama', 'Romance']","Awards, 2 wins & 10 nominations total"
A Beautiful Life,2011,6.6,20000,"['Drama', 'Romance']","Awards, 5 nominations total"
Screamers,2006,6.0,20000,"['Concert', 'Documentary', 'Music']","Awards, 4 wins & 2 nominations total"
Battle of the Brides,2011,6.0,2900000,"['Action', 'Comedy', 'Romance']",
The Nines,2007,6.2,2900000,"['Drama', 'Fantasy', 'Mystery', 'Thriller']","Awards, 2 nominations total"
Madame Satã,2002,7.0,2900000,"['Biography', 'Crime', 'Drama', 'Music', 'Romance']","Awards, 27 wins & 26 nominations total"
"Food, Inc. 2",2023,6.8,2900000,"['Food Documentary', 'News', 'Documentary']","Awards, 3 nominations total"
When Harry Tries to Marry,2011,4.6,2900000,"['Comedy', 'Romance']",
Meanwhile on Earth,2024,6.0,2800000,"['Adventure', 'Drama', 'Sci-Fi']","Awards, 3 nominations total"
Attack on Titan Part 1,2015,5.0,2800000,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']","Awards, 2 nominations total"
Dedication,2007,6.6,2800000,"['Dark Comedy', 'Comedy', 'Drama', 'Romance']",
The Starling Girl,2023,6.7,2800000,['Drama'],"Awards, 1 win & 4 nominations total"
The Three Burials of Melquiades Estrada,2005,7.3,2800000,"['Contemporary Western', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Western']","Awards, 5 wins & 9 nominations total"
Porn Star: The Legend of Ron Jeremy,2001,6.4,2800000,"['Biography', 'Documentary']","Awards, 3 wins & 1 nomination total"
Mad Love,2001,6.5,2800000,"['Period Drama', 'Tragic Romance', 'Biography', 'Drama', 'History', 'Romance']","Awards, 14 wins & 12 nominations total"
Soul Power,2008,7.1,2750000,"['Documentary', 'Music']","Awards, 1 win & 2 nominations total"
Hello I Must Be Going,2012,6.2,2700000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 3 nominations total"
God of War,2017,6.4,2700000,"['Action', 'Adventure', 'Drama', 'History', 'War']","Awards, 3 wins & 3 nominations total"
The Absence of Eden,2023,4.8,2700000,['Drama'],
Alias Betty,2001,6.8,2700000,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']","Awards, 4 wins & 3 nominations total"
Two Days in New York,2012,6.0,2700000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 1 nomination total"
Japanese Story,2003,6.8,2650800,"['Drama', 'Romance']","Awards, 20 wins & 13 nominations total"
EO,2022,6.7,2650000,"['Psychological Drama', 'Drama']","Nominated for 1 Oscar, 34 wins & 70 nominations total"
War of the Arrows,2011,7.1,2600000,['Action'],"Awards, 13 wins & 15 nominations total"
Lonesome Soldier,2023,6.0,2500000,"['Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'Thriller', 'War']",
The Second Mother,2015,7.8,2500000,"['Comedy', 'Drama']","Awards, 35 wins & 31 nominations total"
My Father My Lord,2007,6.7,2500000,['Drama'],"Awards, 4 wins & 5 nominations total"
I Am Here,2021,7.5,2500000,"['Animation', 'Biography', 'Documentary']","Awards, 8 wins & 2 nominations total"
Tazza: The Hidden Card,2014,6.8,2500000,"['Crime', 'Drama']","Awards, 2 wins & 7 nominations total"
"1,000 Times Good Night",2013,7.0,2500000,"['Drama', 'War']","Awards, 6 wins & 14 nominations total"
Focus,2001,6.7,2500000,"['Drama', 'Romance']","Awards, 2 wins & 4 nominations total"
Les Misérables,2019,7.6,2500000,"['Crime', 'Drama', 'Thriller']","Nominated for 1 Oscar, 24 wins & 61 nominations total"
Greed,2019,5.8,2500000,"['Satire', 'Comedy', 'Drama']","Awards, 1 win total"
The Fantasticks,2000,5.7,2500000,"['Musical', 'Romance']",
What the Bleep!?: Down the Rabbit Hole,2006,6.4,2500000,"['Faith & Spirituality Documentary', 'Documentary', 'Drama']",
In This Corner (and Other Corners) of the World,2016,7.8,2500000,"['Adult Animation', 'Anime', 'Seinen', 'Animation', 'Drama', 'History', 'War']","Awards, 10 wins & 11 nominations total"
Yves Saint Laurent,2014,6.2,2500000,"['Costume Drama', 'Biography', 'Drama']","Awards, 2 wins & 9 nominations total"
Gett,2014,7.7,2500000,['Drama'],"Awards, 15 wins & 19 nominations total"
Riddle of Fire,2023,6.5,2500000,"['Action', 'Adventure', 'Comedy']","Awards, 7 wins & 9 nominations total"
Louder Than Bombs,2015,6.6,2500000,"['Psychological Drama', 'Drama']","Awards, 12 wins & 10 nominations total"
The Hero of Color City,2014,3.9,2500000,"['Adventure', 'Animation', 'Family', 'Fantasy']",
Big Fan,2009,6.6,2500000,"['Comedy', 'Crime', 'Drama', 'Sport']","Awards, 1 win & 5 nominations total"
Elles,2011,5.6,2500000,['Drama'],"Awards, 1 win total"
You Are Not My Mother,2021,5.8,2500000,"['Folk Horror', 'Drama', 'Horror']","Awards, 3 wins & 10 nominations total"
Wiener-Dog,2016,5.9,2500000,"['Comedy', 'Drama']","Awards, 2 wins & 5 nominations total"
Undertow,2004,6.5,2500000,"['Drama', 'Thriller']","Awards, 3 wins & 6 nominations total"
The Yes Men,2003,6.8,2500000,"['Parody', 'Satire', 'Comedy', 'Documentary']","Awards, 1 win & 2 nominations total"
Mission Stories,2021,8.2,2500000,['Drama'],
Pray: The Story of Patrick Peyton,2020,6.7,2500000,"['Faith & Spirituality Documentary', 'Documentary']","Awards, 3 wins & 2 nominations total"
The City of Your Final Destination,2009,6.3,2500000,"['Drama', 'Romance']","Awards, 1 win & 2 nominations total"
Iraq in Fragments,2006,7.1,2500000,"['Documentary', 'War']","Nominated for 1 Oscar, 12 wins & 8 nominations total"
Nina's Tragedies,2003,6.9,2500000,"['Comedy', 'Drama']","Awards, 11 wins & 2 nominations total"
Diane,2018,6.7,2500000,['Drama'],"Awards, 9 wins & 20 nominations total"
"Hallelujah: Leonard Cohen, a Journey, a Song",2021,7.6,2500000,"['Music Documentary', 'Biography', 'Documentary', 'History', 'Music']","Awards, 4 nominations total"
Love's Labour's Lost,2000,5.9,2500000,"['Jukebox Musical', 'Slapstick', 'Comedy', 'Musical', 'Romance']","Awards, 1 win & 2 nominations total"
Tying the Knot,2004,7.3,2500000,"['Documentary', 'History', 'Romance']","Awards, 1 win & 1 nomination total"
Swimming Upstream,2003,7.0,2500000,"['Biography', 'Drama', 'Sport']","Awards, 4 wins & 15 nominations total"
Miss Hokusai,2015,6.7,2500000,"['Adult Animation', 'Anime', 'Animation', 'Biography', 'Drama', 'History']","Awards, 6 wins & 7 nominations total"
The Grey Zone,2001,7.0,2500000,"['Drama', 'History', 'War']","Awards, 1 win & 3 nominations total"
We Need to Talk About Kevin,2011,7.4,2500000,"['Tragedy', 'Drama', 'Mystery', 'Thriller']","Nominated for 3 BAFTA Awards, 26 wins & 66 nominations total"
Samba,2014,6.7,2500000,"['Comedy', 'Drama', 'Romance']","Awards, 4 nominations total"
Unknown White Male,2005,6.4,2500000,"['Biography', 'Documentary']","Awards, 1 win & 5 nominations total"
In This World,2002,7.3,2500000,['Drama'],"Won 1 BAFTA Award, 7 wins & 8 nominations total"
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,2015,7.7,2500000,"['Documentary', 'Music']","Awards, 7 wins & 8 nominations total"
Anything But Love,2002,5.9,2500000,"['Musical', 'Romance']","Awards, 1 win total"
Duck Season,2004,7.2,2500000,"['Comedy', 'Drama']","Awards, 25 wins & 14 nominations total"
The Face of Love,2013,6.2,2500000,"['Drama', 'Mystery', 'Romance']","Awards, 1 nomination total"
Easy Money,2010,6.7,2500000,"['Action', 'Crime', 'Drama', 'Thriller']","Awards, 4 wins & 1 nomination total"
Sweet 20,2015,6.9,2500000,"['Comedy', 'Music']",
The Punk Singer,2013,7.4,2500000,"['Music Documentary', 'Biography', 'Documentary', 'Music']","Awards, 1 win & 6 nominations total"
Aquarela,2018,6.6,2500000,"['Nature Documentary', 'Documentary']","Awards, 1 win & 13 nominations total"
Venus in Fur,2013,7.1,2500000,"['Showbiz Drama', 'Drama']","Awards, 6 wins & 18 nominations total"
The Dance of Reality,2013,7.4,2500000,"['Dark Comedy', 'Biography', 'Drama', 'Fantasy']","Awards, 5 wins & 9 nominations total"
Evil Bong 3: The Wrath of Bong,2011,3.7,2500000,"['Stoner Comedy', 'Comedy', 'Horror', 'Sci-Fi']",
Flee,2021,7.9,2500000,"['Animation', 'Biography', 'Documentary', 'Drama']","Nominated for 3 Oscars, 99 wins & 152 nominations total"
Fabricated City,2017,6.8,2500000,"['Action', 'Crime']","Awards, 1 nomination total"
Raw,2016,6.9,2500000,"['Body Horror', 'Coming-of-Age', 'Drama', 'Horror']","Awards, 25 wins & 45 nominations total"
Leaning Into The Wind,2017,7.0,2500000,['Documentary'],"Awards, 4 nominations total"
Broken Wings,2002,7.4,2500000,['Drama'],"Awards, 16 wins & 4 nominations total"
O'Horten,2007,6.7,2500000,"['Dark Comedy', 'Comedy', 'Drama']","Awards, 8 wins & 18 nominations total"
The Insult,2017,7.6,2500000,"['Legal Thriller', 'Crime', 'Drama', 'Thriller']","Nominated for 1 Oscar, 22 wins & 20 nominations total"
The End,2024,5.5,2500000,"['Drama', 'Fantasy', 'Musical', 'Sci-Fi']","Awards, 2 nominations total"
Soldiers of Fortune,2012,4.3,2500000,"['Action', 'Thriller']",
Capernaum,2018,8.4,2500,['Drama'],"Nominated for 1 Oscar, 37 wins & 55 nominations total"
Black Friday,2004,8.4,2500,"['True Crime', 'Action', 'Crime', 'Drama', 'History']","Awards, 1 win & 7 nominations total"
Digging for Fire,2015,5.8,2480421,"['Comedy', 'Drama']","Awards, 1 nomination total"
The Dissident,2020,7.8,2400000,"['Crime', 'Documentary', 'Thriller']","Nominated for 1 BAFTA Award, 19 wins & 17 nominations total"
Paragraph 175,2000,7.7,2400000,"['Documentary', 'History', 'Romance', 'War']","Awards, 9 wins & 7 nominations total"
Crystal Fairy & the Magical Cactus,2013,5.9,2400000,"['Adventure', 'Comedy', 'Drama', 'Romance']","Awards, 2 wins & 6 nominations total"
District of Corruption,2012,2.3,2400000,['Documentary'],
Like for Likes,2016,6.4,2400000,"['Comedy', 'Romance']","Awards, 2 nominations total"
School of Magical Animals 2,2022,5.9,2400000,"['Adventure', 'Comedy', 'Family', 'Romance']","Awards, 2 wins & 1 nomination total"
Our Little Sister,2015,7.6,2400000,"['Drama', 'Family']","Awards, 16 wins & 24 nominations total"
DogMan,2023,6.8,2300000,"['Action', 'Crime', 'Drama', 'Thriller']","Awards, 1 win & 5 nominations total"
Boblo Boats: A Detroit Ferry Tale,2022,7.1,2300000,['Documentary'],"Awards, 3 wins total"
Up and Down,2004,7.0,2300000,"['Satire', 'Comedy', 'Drama']","Awards, 6 wins & 10 nominations total"
The Way I See It,2020,8.2,2300000,['Documentary'],"Awards, 3 wins & 3 nominations total"
Apaharan,2005,7.4,2300000,"['Action', 'Crime', 'Drama']","Awards, 6 wins & 12 nominations total"
Gainsbourg: A Heroic Life,2010,6.9,2300000,"['Biography', 'Drama', 'Music']","Awards, 7 wins & 11 nominations total"
The House of the Devil,2009,6.3,2300000,"['Horror', 'Mystery']","Awards, 3 wins & 6 nominations total"
